LAT_LONG,DAU_CODE
36.905414_-121.838368,59
36.906087_-121.7917,59
36.908546_-120.657284,216
36.908889_-121.768889,59
36.909139_-120.566682,216
36.909935_-121.777622,59
36.90994_-120.56643,216
36.90999_-121.780003,59
36.910278_-121.809722,59
36.911163_-121.781856,59
36.911522_-121.804744,59
36.9125_-121.768333,59
36.91274_-121.807877,59
36.912783_-121.787991,59
36.913889_-121.765833,59
36.913889_-121.769722,59
36.915833_-121.786389,59
36.916503_-121.765801,59
36.91817_-121.763481,59
36.918333_-121.763889,59
36.918567_-119.676508,221
36.919722_-121.778333,59
36.920555_-121.836387,59
36.920752_-121.804165,59
36.921194_-119.869569,214
36.922808_-121.839184,59
36.923566_-121.85218,59
36.923728_-121.843733,59
36.925_-121.728333,59
36.925833_-121.8475,59
36.926944_-121.844444,59
36.931389_-121.762778,59
36.937441_-121.725554,59
36.940278_-121.73,59
36.941963_-121.730576,59
36.949444_-121.789167,59
36.950158_-121.760434,59
36.951834_-122.056075,60
36.95261_-120.59024,216
36.953849_-122.030393,60
36.95385_-120.634117,216
36.959525_-121.770337,59
36.96_-122.060278,60
36.960278_-121.769167,59
36.961046_-121.773995,59
36.962222_-121.762222,59
36.962778_-121.98,60
36.962778_-122.028611,60
36.962898_-121.739395,59
36.9647_-120.0993,213
36.965_-122.030833,60
36.966111_-121.812778,59
36.966111_-121.995556,60
36.9675_-121.7375,59
36.967778_-122.009444,60
36.968611_-122.014444,60
36.969035_-121.777375,59
36.969444_-121.9875,60
36.971389_-121.992778,60
36.9725_-121.880833,60
36.973611_-121.759722,59
36.97401_-120.0574,213
36.974167_-121.996667,60
36.974513_-122.001178,60
36.975278_-121.763056,59
36.975833_-121.993889,60
36.976667_-122.002778,60
36.977689_-121.974217,60
36.977778_-121.985278,60
36.978825_-120.561315,216
36.978889_-121.993611,60
36.980556_-121.993611,60
36.981389_-122.044444,60
36.981875_-121.764405,59
36.983333_-120.7825,216
36.983611_-122.062222,60
36.984167_-121.893056,60
36.984983_-119.721956,234
36.986667_-121.944167,60
36.98706_-121.989377,60
36.9875_-121.996667,60
36.996389_-120.624167,216
36.998371_-121.739738,59
37.001667_-119.024444,222
37.002222_-118.985833,222
37.002778_-119.019444,222
37.014444_-121.89,60
37.015966_-120.344315,213
37.01817_-120.1252,213
37.033333_-120.8475,216
37.045_-120.713056,216
37.061944_-122.081667,60
37.082246_-122.063127,60
37.086667_-120.837778,216
37.093_-121.632,62
37.0937_-121.631,62
37.0945_-121.6294,62
37.0964_-121.6251,62
37.14_-120.78,216
37.230833_-120.988333,216
37.231667_-120.908889,216
37.255278_-120.992222,216
37.261667_-120.518889,210
37.269553_-121.984877,44
37.27026_-121.96732,44
37.27229_-121.99421,44
37.273056_-120.600278,210
37.27409_-121.98257,44
37.27517_-121.97979,44
37.27882_-121.9946,44
37.28059_-121.98787,44
37.28104_-121.99982,44
37.28224_-122.00641,44
37.28402_-121.95519,44
37.286513_-121.962809,44
37.29252_-121.96098,44
37.29329_-121.95502,44
37.29509_-121.95315,44
37.29953_-121.96132,44
37.30184_-121.97198,44
37.307619_-121.02186,216
37.311111_-121.005556,216
37.312008_-120.989173,216
37.313992_-121.005578,216
37.3175_-121.0075,216
37.318317_-121.00953,216
37.320556_-120.978611,216
37.321667_-120.976667,216
37.324722_-121.030833,216
37.3375_-120.456111,210
37.345_-120.978611,216
37.352778_-120.9725,208
37.354722_-120.976111,208
37.358056_-120.974722,208
37.36_-120.977222,208
37.360278_-120.983611,216
37.363889_-120.957222,208
37.363889_-120.982778,216
37.364444_-120.975278,208
37.368889_-120.546111,210
37.37232_-121.8954,44
37.378611_-120.719444,210
37.393333_-120.719444,210
37.395556_-120.92,208
37.396667_-120.7275,210
37.408056_-120.839722,208
37.408056_-120.85,208
37.41472_-121.94664,44
37.421389_-120.915833,208
37.42405_-121.9256,44
37.42625_-121.92697,44
37.4275_-120.676389,208
37.4283_-121.9451,44
37.4285_-121.9426,44
37.4288_-121.9488,44
37.4305_-121.9416,44
37.4309_-121.9452,44
37.4319_-121.9485,44
37.431944_-120.864167,208
37.432029_-121.008947,208
37.4326_-121.9518,44
37.4327_-121.9452,44
37.432778_-121.004722,208
37.433056_-121.000556,208
37.433056_-121.006667,208
37.43347_-121.92872,44
37.4342_-121.9469,44
37.4355_-121.9436,44
37.43611_-121.92825,44
37.43858_-121.92757,44
37.44897_-120.91206,208
37.459722_-120.835556,208
37.480278_-121.074365,216
37.480833_-121.128056,216
37.485833_-121.108333,216
37.491667_-120.525278,209
37.497606_-120.852487,208
37.500079_-120.801751,208
37.501145_-120.82065,208
37.501231_-120.833802,208
37.501389_-121.096944,216
37.50904_-120.79647,208
37.511944_-120.833611,208
37.513889_-120.823611,208
37.517778_-120.361389,209
37.518056_-120.793611,208
37.518056_-120.823611,208
37.518333_-120.983611,208
37.521111_-120.439444,209
37.521667_-120.786111,208
37.523611_-120.384444,209
37.525556_-120.956389,208
37.536785_-120.784035,208
37.538333_-120.8425,208
37.551111_-120.845,208
37.555677_-120.783998,208
37.558889_-121.116389,208
37.562222_-122.090278,47
37.5625_-121.122778,208
37.563056_-121.121389,208
37.566389_-121.172778,216
37.567778_-121.173333,216
37.57_-121.175833,216
37.57_-121.178889,216
37.570278_-121.160833,216
37.57075_-120.863528,208
37.5725_-121.165556,216
37.581667_-122.048611,47
37.586944_-121.011944,208
37.5875_-120.9275,208
37.594444_-121.211389,216
37.599444_-120.948333,208
37.601944_-120.829722,208
37.608611_-120.947222,208
37.609444_-120.857222,208
37.609444_-120.921389,208
37.612778_-121.209444,216
37.613333_-121.212222,216
37.613611_-121.216944,216
37.62425_-121.2595,216
37.625177_-120.765495,208
37.628889_-121.220278,216
37.635139_-120.854111,206
37.635516_-121.229021,216
37.638972_-121.314222,185
37.647778_-121.239444,216
37.647806_-121.220917,206
37.649194_-120.793583,206
37.654778_-120.866222,206
37.655806_-120.906306,206
37.655833_-120.763056,206
37.656944_-121.236389,206
37.659_-121.39925,192
37.66_-121.885278,45
37.66175_-121.231222,206
37.663188_-122.143056,47
37.663694_-121.3445,185
37.664731_-120.924308,206
37.66577_-121.239535,205
37.668889_-121.796389,45
37.673611_-121.218889,206
37.674749_-120.91693,206
37.676208_-121.269657,185
37.6825_-121.723333,45
37.692576_-121.208084,205
37.693611_-121.208056,205
37.695278_-122.400833,43
37.696944_-121.826111,45
37.702083_-120.909028,206
37.706895_-121.206222,205
37.714444_-122.193056,47
37.715562_-121.46305,185
37.718056_-121.746944,45
37.720472_-120.973111,206
37.722778_-121.068056,206
37.723444_-121.024583,206
37.725583_-121.133593,205
37.726528_-121.035056,206
37.727033_-121.420713,185
37.727111_-121.4205,185
37.728203_-121.151915,205
37.729_-121.069278,206
37.731972_-121.091333,206
37.734167_-121.0625,206
37.736638_-121.130353,205
37.736694_-121.12975,205
37.738333_-121.042722,206
37.742435_-121.10343,205
37.743472_-121.956611,45
37.745_-122.250278,47
37.74573_-121.449055,185
37.750056_-121.060775,205
37.755278_-120.893611,206
37.757222_-121.541667,185
37.757806_-121.341667,185
37.757861_-121.494222,185
37.763_-121.156,205
37.764283_-121.344242,185
37.765857_-121.419558,185
37.77_-121.386111,185
37.772705_-121.55373,185
37.77275_-121.060722,205
37.774_-120.906056,206
37.775716_-121.298479,185
37.776507_-121.532603,185
37.777222_-120.777778,206
37.784918_-121.242343,205
37.785556_-121.552222,185
37.791451_-120.983984,205
37.80031_-121.200412,205
37.801306_-121.243917,205
37.805278_-120.726944,206
37.80675_-120.719806,207
37.810667_-120.916528,206
37.812222_-120.667778,206
37.8175_-120.673056,207
37.819248_-121.17415,205
37.823056_-120.9425,206
37.828843_-121.306108,185
37.829833_-120.912667,206
37.833056_-122.288056,47
37.833472_-120.909556,206
37.836758_-120.963229,206
37.841861_-121.466944,185
37.842222_-120.963361,206
37.842889_-121.606056,185
37.852361_-122.021389,46
37.864923_-121.328018,185
37.866667_-122.291944,47
37.87115_-121.040499,182
37.875_-121.000833,182
37.875196_-121.146022,182
37.878306_-122.459139,392
37.881389_-122.314444,47
37.883056_-122.306111,47
37.883889_-122.285556,47
37.890556_-122.283056,47
37.891111_-122.293056,47
37.891667_-122.307778,47
37.892222_-122.305833,47
37.894444_-121.5875,185
37.897778_-122.288056,47
37.898056_-122.303333,47
37.898056_-122.639083,38
37.898417_-122.5015,392
37.898889_-122.294444,47
37.901333_-121.711694,185
37.908056_-122.696111,38
37.910482_-122.693607,38
37.913116_-121.055985,182
37.913333_-121.056111,182
37.920667_-122.379056,47
37.920833_-122.498333,392
37.924278_-122.508639,392
37.932_-122.035972,46
37.935389_-121.347556,185
37.936722_-121.353694,185
37.938778_-122.530111,392
37.939352_-121.537613,185
37.940048_-121.344957,185
37.942778_-122.501944,392
37.949461_-121.34536,185
37.95_-122.496111,392
37.951611_-122.034972,46
37.951667_-122.381667,47
37.952667_-122.061278,46
37.957675_-121.34547,185
37.958444_-122.510722,392
37.959581_-121.45749,185
37.96463_-121.316639,185
37.964701_-121.299907,185
37.964722_-122.501667,392
37.965278_-121.575,185
37.965833_-122.501944,392
37.965856_-121.306872,185
37.966333_-122.502417,392
37.966806_-122.503944,392
37.969167_-122.510833,392
37.969361_-121.310139,185
37.971306_-121.32075,185
37.97225_-121.276611,182
37.972556_-121.276639,182
37.972763_-121.308607,185
37.973045_-121.313685,185
37.975_-121.582222,185
37.977111_-122.538333,392
37.977611_-121.327444,185
37.97795_-121.287109,182
37.978222_-121.281778,182
37.982954_-121.479125,185
37.984889_-122.584,392
37.98825_-121.314056,185
37.988538_-121.357639,185
37.996944_-121.702222,185
37.997139_-122.468389,392
37.9975_-122.070139,46
37.998611_-121.679167,185
37.999444_-121.204167,182
38.001389_-121.621111,185
38.001891_-121.302254,182
38.003838_-121.543269,185
38.005264_-121.368806,185
38.008611_-122.288611,47
38.009167_-122.037222,46
38.010833_-121.797278,192
38.011333_-121.354111,185
38.011561_-121.371674,185
38.012128_-121.388754,185
38.012528_-121.842944,192
38.012778_-121.803333,192
38.01289_-121.364297,185
38.013028_-121.365389,185
38.014156_-121.314142,182
38.014833_-121.319694,182
38.015003_-121.335567,185
38.016486_-121.329972,185
38.01695_-121.33074,185
38.017917_-121.099306,182
38.019333_-122.530028,392
38.01951_-122.08417,46
38.022385_-121.090199,182
38.025_-122.136111,46
38.025556_-122.519444,392
38.026667_-122.098611,46
38.029694_-121.231639,182
38.030381_-121.6402,185
38.031111_-121.366667,185
38.031667_-121.898333,46
38.0325_-121.940778,46
38.032602_-121.330204,182
38.0335_-122.537,392
38.034297_-121.735827,186
38.035111_-121.285944,182
38.035556_-122.116944,46
38.036446_-121.322335,182
38.040556_-122.049444,46
38.041011_-121.978455,46
38.041222_-121.986972,46
38.043333_-122.538056,392
38.052806_-122.511972,392
38.053861_-122.531778,392
38.056621_-121.361514,185
38.063466_-122.529209,392
38.064917_-121.476,185
38.067045_-121.47244,185
38.067511_-121.574288,185
38.069389_-122.816056,38
38.069855_-121.39813,185
38.080889_-121.274194,182
38.08125_-122.542583,392
38.085893_-121.383359,185
38.091639_-122.562556,392
38.091861_-122.597722,392
38.093333_-121.408333,185
38.098333_-121.2775,182
38.100944_-122.600306,392
38.102222_-122.500278,392
38.107111_-121.410861,185
38.107311_-121.649758,186
38.108376_-121.415909,185
38.111389_-121.695,186
38.11375_-122.611472,392
38.113889_-121.491667,185
38.113922_-121.496219,185
38.114124_-121.613969,186
38.114369_-121.500022,185
38.116944_-122.613,392
38.117293_-122.613041,392
38.119444_-120.944917,181
38.119779_-121.662619,186
38.12275_-122.881194,38
38.132278_-122.547278,392
38.134722_-121.276667,182
38.142028_-121.315611,182
38.144083_-121.287472,182
38.14825_-121.292278,182
38.14841_-121.292175,182
38.154722_-122.421944,391
38.157878_-121.610112,186
38.159528_-122.419806,391
38.162172_-121.608471,186
38.162222_-121.600556,186
38.165693_-121.152285,182
38.166367_-121.430719,185
38.177552_-120.936051,181
38.18473_-121.097755,182
38.196389_-122.436611,391
38.196667_-122.296667,40
38.198028_-120.973472,181
38.201389_-121.514722,185
38.204806_-122.520806,391
38.210556_-122.454167,391
38.213985_-121.15256,182
38.215278_-122.456944,391
38.215556_-122.329444,40
38.216136_-121.420573,185
38.218028_-121.221361,182
38.218889_-122.380556,391
38.220194_-122.395194,391
38.221028_-122.394583,391
38.224444_-122.572222,391
38.228083_-122.599528,391
38.2285_-122.579167,391
38.234583_-122.597806,391
38.235778_-122.608694,391
38.236972_-121.254028,182
38.239554_-121.515033,186
38.245556_-122.280278,40
38.245833_-122.2775,40
38.246389_-121.088833,182
38.2465_-122.670222,391
38.247323_-121.508768,186
38.248136_-121.364658,180
38.24878_-121.502845,186
38.250916_-121.308573,180
38.251111_-121.308333,180
38.251306_-122.441194,391
38.251389_-121.327222,180
38.258556_-122.415694,391
38.263465_-121.440961,186
38.267086_-121.132009,182
38.269292_-121.299392,180
38.272778_-121.3275,180
38.280583_-122.651056,391
38.281692_-121.28667,180
38.287278_-122.449889,391
38.289722_-122.456389,391
38.292143_-121.304753,180
38.296252_-121.17685,180
38.298972_-122.462,391
38.300194_-122.6395,391
38.31225_-122.48625,391
38.322528_-122.492583,391
38.323611_-122.693861,36
38.32675_-123.061028,37
38.33_-122.629444,391
38.334472_-122.615639,36
38.338256_-121.502781,186
38.339914_-121.463766,173
38.341389_-121.247222,180
38.342778_-121.505278,186
38.349444_-122.731111,36
38.350667_-122.686083,36
38.350833_-122.512778,391
38.350889_-122.690694,36
38.351111_-122.73,36
38.351667_-122.739167,36
38.352222_-120.956944,181
38.35325_-122.690583,36
38.354311_-122.509961,391
38.354514_-120.962533,181
38.355278_-122.7375,36
38.357583_-122.845472,35
38.361667_-120.9375,181
38.363056_-122.709722,36
38.364444_-122.7325,36
38.367065_-121.500163,186
38.367149_-122.730503,36
38.367472_-122.764528,36
38.3675_-121.499722,186
38.367569_-121.500061,186
38.36905_-121.35391,180
38.369722_-122.725,36
38.370833_-121.352222,180
38.371333_-122.73725,36
38.380135_-122.76628,36
38.384167_-121.260833,180
38.384887_-121.21866,180
38.386939_-121.216036,180
38.388417_-122.698528,36
38.393889_-121.225,180
38.394659_-121.408828,173
38.397039_-121.375237,173
38.402861_-122.817194,36
38.405009_-121.357555,173
38.408_-122.81825,36
38.408_-122.820917,36
38.408611_-121.487222,186
38.409751_-122.775135,36
38.410833_-122.773889,36
38.411954_-121.424106,173
38.413517_-121.369658,173
38.41917_-121.386608,173
38.420612_-121.372898,173
38.420932_-121.34232,173
38.422778_-121.2075,180
38.423697_-121.481849,173
38.425487_-121.383197,173
38.426003_-121.535676,186
38.427093_-121.499219,186
38.430834_-121.407669,173
38.432396_-121.407026,173
38.43425_-122.795694,36
38.436611_-122.831889,36
38.437989_-121.324698,173
38.438056_-122.770278,36
38.44_-122.840833,36
38.440012_-121.500301,186
38.440975_-121.425225,173
38.441894_-121.433432,173
38.4432_-121.41158,173
38.443667_-122.873444,35
38.448056_-122.834167,36
38.449167_-122.845278,36
38.449167_-122.878333,35
38.452222_-121.846111,191
38.454623_-121.173974,180
38.455782_-121.308235,173
38.455833_-122.706111,36
38.459722_-121.394722,173
38.459841_-121.357508,173
38.460075_-121.394827,173
38.460163_-121.351692,173
38.460917_-122.758139,36
38.464722_-121.828611,191
38.465212_-121.340826,173
38.466955_-121.422282,173
38.4715_-122.729056,36
38.477303_-121.512415,186
38.478488_-121.542582,186
38.486924_-121.506874,186
38.487151_-121.439888,173
38.488129_-121.542585,186
38.48907_-121.394763,173
38.495359_-121.555256,186
38.496389_-121.751111,191
38.496579_-121.515463,186
38.496944_-121.788611,191
38.499541_-121.348752,173
38.503513_-121.498677,173
38.503667_-122.747333,36
38.50656_-121.077372,176
38.507333_-122.762639,36
38.510115_-121.331736,173
38.510128_-121.354197,173
38.513243_-121.517002,173
38.513314_-121.517099,173
38.514194_-122.832306,36
38.516639_-122.798806,36
38.518028_-122.809278,36
38.519444_-121.690833,191
38.525605_-121.451816,173
38.529167_-121.7625,162
38.529528_-122.817278,36
38.530965_-121.968378,162
38.535_-121.749444,191
38.536944_-121.769722,162
38.536944_-121.790278,162
38.538889_-121.684444,162
38.538889_-121.735278,162
38.539812_-121.685295,162
38.540127_-121.502556,173
38.540528_-121.710167,162
38.540583_-122.81275,36
38.54083_-121.71472,162
38.540833_-121.699167,162
38.540833_-121.714722,162
38.544044_-121.523615,186
38.544444_-121.683889,162
38.544446_-121.433537,173
38.544922_-121.239451,173
38.545278_-121.543889,186
38.545701_-121.542834,186
38.546873_-121.470433,173
38.547687_-121.856436,162
38.548028_-122.802694,36
38.55179_-121.73888,162
38.552273_-121.629832,186
38.553574_-121.727249,162
38.55361_-121.77111,162
38.553611_-121.630278,186
38.553611_-121.771111,162
38.553889_-121.781944,162
38.554722_-121.751111,162
38.554722_-121.785833,162
38.555278_-121.700833,162
38.555278_-121.730556,162
38.55528_-121.73056,162
38.555556_-121.714444,162
38.555556_-121.723611,162
38.555578_-121.722465,162
38.555683_-121.778263,162
38.556389_-121.681944,162
38.560556_-121.597778,186
38.562059_-121.451862,173
38.56238_-121.393218,173
38.562884_-121.317757,173
38.563594_-121.70821,162
38.563735_-121.707763,162
38.56402_-121.499822,173
38.564576_-121.595349,186
38.565_-121.700278,162
38.56694_-121.785,162
38.566944_-121.785,162
38.567778_-121.767222,162
38.568056_-121.684444,162
38.56806_-121.68444,162
38.568333_-121.730278,162
38.568611_-121.750278,162
38.56944_-121.71389,162
38.569444_-121.713889,162
38.570743_-121.750981,162
38.574444_-121.675,162
38.575833_-121.490833,173
38.576433_-121.489981,173
38.576944_-121.560833,186
38.578796_-121.381516,172
38.5828_-121.3736,172
38.588112_-121.430931,172
38.589286_-121.324183,173
38.589688_-121.741133,162
38.592486_-121.369818,172
38.592778_-121.678333,162
38.593922_-121.850078,162
38.598409_-121.350131,172
38.601506_-121.579736,162
38.601919_-121.53623,162
38.602778_-121.710833,162
38.603495_-121.709536,162
38.605147_-121.506627,172
38.605817_-121.307361,172
38.606111_-121.404167,172
38.610336_-121.711942,162
38.612209_-121.317354,172
38.619236_-121.83009,162
38.621667_-121.742778,162
38.626619_-121.388288,172
38.627206_-121.25068,172
38.627263_-121.329937,172
38.630028_-122.848806,404
38.63586_-121.304984,172
38.641219_-121.390509,172
38.642222_-121.8225,162
38.645833_-121.371389,172
38.646372_-121.345432,172
38.647222_-121.664444,162
38.64938_-121.184703,172
38.649395_-121.144351,172
38.651228_-121.439663,172
38.652787_-121.246716,172
38.653339_-121.332332,172
38.65398_-121.317494,172
38.654463_-121.157965,172
38.655057_-121.447168,172
38.658423_-121.2563,172
38.659007_-121.465616,172
38.659722_-121.733889,162
38.660833_-121.446944,172
38.6625_-121.735556,162
38.664203_-121.764489,162
38.664507_-121.298386,172
38.667988_-121.367303,172
38.669444_-121.738611,162
38.670833_-121.306111,172
38.671111_-121.785833,162
38.672961_-121.778852,162
38.673306_-121.782244,162
38.67393_-121.125607,172
38.674937_-121.240766,172
38.675506_-121.43321,172
38.680418_-121.332182,172
38.683701_-121.780996,162
38.684605_-121.514137,172
38.687073_-121.300809,172
38.688583_-121.335948,172
38.688611_-121.336389,172
38.688627_-121.261479,172
38.689371_-121.586793,172
38.689722_-121.763611,162
38.690107_-121.781452,162
38.690993_-122.017624,162
38.69128_-121.864544,162
38.693321_-121.668901,162
38.696204_-121.223941,172
38.697778_-121.186389,172
38.701815_-121.615058,172
38.703766_-121.217061,172
38.706109_-121.401737,172
38.707449_-121.530145,172
38.707616_-121.29293,172
38.712032_-122.047087,162
38.713889_-121.279167,172
38.714071_-121.279098,172
38.714276_-121.373005,172
38.715812_-121.929483,162
38.716009_-121.25119,172
38.716578_-121.208328,161
38.71811_-121.327842,172
38.71927_-121.24223,172
38.720598_-121.466236,172
38.721203_-121.360924,172
38.722791_-121.286616,172
38.723333_-121.807222,162
38.725623_-121.407058,172
38.729077_-121.353508,172
38.730753_-121.391668,172
38.733598_-121.355549,172
38.733611_-121.315278,172
38.734025_-121.320541,172
38.736389_-121.311944,172
38.736662_-121.364202,172
38.738595_-121.371031,172
38.74339_-121.196837,161
38.745556_-121.342778,172
38.759429_-121.289435,172
38.761111_-121.623611,162
38.764444_-121.452222,172
38.768573_-121.376894,172
38.772222_-121.4695,172
38.78748_-121.25072,172
38.787618_-121.334864,172
38.789167_-121.333611,172
38.789993_-121.17097,161
38.791156_-121.362914,172
38.79598_-121.718999,164
38.79625_-123.00525,404
38.796828_-121.882195,163
38.796944_-121.724167,164
38.800791_-123.006149,404
38.802494_-121.438665,172
38.806667_-121.434722,172
38.818746_-121.213596,161
38.823077_-122.187763,162
38.82426_-121.25729,172
38.836769_-121.392097,172
38.84063_-121.27261,172
38.851694_-121.10745,161
38.85291_-121.51144,172
38.857966_-122.693532,175
38.85809_-121.48852,172
38.858342_-122.693643,175
38.859444_-121.273056,172
38.859611_-121.425833,172
38.860233_-121.459817,172
38.860278_-121.459722,172
38.860528_-121.423806,172
38.861056_-121.429306,172
38.861111_-121.431583,172
38.861583_-121.433833,172
38.86197_-121.41665,172
38.86418_-121.36642,172
38.870805_-121.320058,172
38.87611_-121.33983,172
38.88382_-121.30227,172
38.884241_-121.433298,172
38.884448_-121.967221,163
38.885086_-121.969131,163
38.887317_-121.108582,161
38.88897_-121.28513,172
38.889764_-121.21954,161
38.891709_-122.788757,174
38.892862_-121.072404,161
38.894167_-121.307778,172
38.8954_-121.30735,172
38.8975_-121.305833,172
38.897572_-121.311747,172
38.898056_-121.312222,172
38.898333_-121.202778,161
38.898333_-121.328889,172
38.90017_-121.323937,172
38.900668_-121.324088,172
38.901088_-121.31791,172
38.904267_-121.312188,172
38.910205_-122.640065,174
38.910656_-122.639789,174
38.917709_-122.589128,174
38.917765_-122.628801,174
38.91802_-121.47988,172
38.918204_-122.595245,174
38.918589_-122.776508,174
38.918628_-122.782639,174
38.919487_-122.77654,174
38.920854_-122.625471,174
38.921983_-122.626402,174
38.923508_-122.591573,174
38.924162_-122.618858,174
38.926342_-122.770749,174
38.926905_-122.771763,174
38.927111_-121.395863,172
38.92995_-121.11442,161
38.93174_-121.37688,172
38.93578_-121.44859,172
38.9376_-121.35098,172
38.93773_-121.41875,172
38.940183_-122.746369,174
38.942999_-122.752369,174
38.944958_-121.230569,161
38.945132_-122.744248,174
38.948552_-122.740911,174
38.949034_-122.749214,174
38.950724_-122.743368,174
38.953372_-121.32362,172
38.963517_-121.134846,161
38.964861_-122.492917,174
38.97224_-121.29309,161
38.977172_-121.387612,172
38.97811_-121.37943,172
38.983599_-122.663522,174
38.98377_-121.37576,172
38.987301_-121.018438,156
38.98827_-121.38201,172
38.989478_-122.669852,174
38.989876_-122.685967,174
38.99201_-121.35845,172
38.992413_-120.881935,158
38.99548_-121.37807,172
38.99914_-121.09201,161
38.99945_-121.26266,161
39.008056_-121.373889,172
39.013939_-122.929575,174
39.01643_-122.925944,174
39.019232_-122.661803,174
39.020536_-122.66731,174
39.021384_-121.354873,172
39.022326_-120.815738,158
39.023173_-122.920156,174
39.023238_-122.920934,174
39.023525_-122.673286,174
39.039834_-122.912162,174
39.047693_-122.913478,174
39.062778_-120.473611,158
39.068321_-122.585098,174
39.073834_-122.594804,174
39.074863_-122.60117,174
39.074931_-122.596655,174
39.0977_-122.9019,174
39.100433_-120.952069,158
39.113611_-122.913056,174
39.119793_-122.881162,174
39.123827_-122.876467,174
39.125557_-122.881264,174
39.125939_-122.88352,174
39.12612_-122.884427,174
39.126342_-122.886015,174
39.126384_-122.882016,174
39.126402_-122.889639,174
39.12984_-120.16489,268
39.132872_-122.897748,174
39.138569_-122.888615,174
39.142431_-122.899906,174
39.142452_-122.897195,174
39.146143_-122.902521,174
39.149229_-122.903199,174
39.163179_-122.939842,174
39.164892_-122.945203,174
39.165895_-122.943376,174
39.167814_-120.147052,268
39.174602_-120.233414,268
39.181184_-120.21904,268
39.192597_-122.961986,174
39.1942_-122.962772,174
39.206611_-120.206806,268
39.209599_-120.804554,156
39.24_-120.03,268
39.298_-120.38,158
39.322302_-122.779306,25
39.323996_-122.779616,25
39.345473_-122.756786,25
39.34565_-122.75278,139
39.348924_-122.751183,139
40.38326_-122.29334,141
40.39252_-122.1785,143
40.44297_-122.30106,141
40.44628_-122.40745,141
40.448711_-122.318085,141
40.46089_-122.23685,141
40.46719_-122.26793,141
40.48042_-122.34665,141
40.481544_-122.347939,141
40.4917_-121.88802,145
40.50636_-122.53867,141
40.509444_-122.344444,143
40.53658_-122.34366,143
40.55492_-122.23048,143
40.5552_-122.18289,143
40.5734_-122.43283,141
40.57534_-122.31015,143
40.59017_-122.37693,141
40.62399_-122.30494,143
40.67448_-122.37878,143
40.68212_-122.34924,143
40.69765_-122.63831,137
40.72963_-122.32381,143
41.13961_-122.31742,136
